,CAWANG,CAWANG,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,,28,,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148
,ULTG MAMPANG,GIS 150KV DANAYASA,PHT 150kV SENAYAN,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 4,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 4,9:18:00,JUL, 4,16:42:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV CSW,PHT 150kV PLTD SENAYAN,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 11,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 11,08:05,JUL, 11,16:50,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV PLTD SENAYAN,PHT 150kV CSW#2,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 18,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 18,08:05,JUL, 18,16:50,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV PLTD SENAYAN,5A2 DIAMETER#2 150kV,,DIAMETER 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 18,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 18,08:05,JUL, 18,16:50,,ADA,OK,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV PLTD SENAYAN,5AB2 DIAMETER#2 150kV,,DIAMETER 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 18,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 18,08:05,JUL, 18,16:50,,ADA,OK,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG CAWANG,GIS 150KV Jatiwaringin,BUSBAR #1 150kV,,BUSBAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 8,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 8,8:34:00,JUL, 8,11:35:00,,ADA,OK,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG CAWANG,GIS 150KV Jatiwaringin,BUSBAR #2 150kV,,BUSBAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 8,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 8,11:52:00,JUL, 8,14:24:00,,ADA,OK,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG CAWANG,GIS 150KV Jatiwaringin,KOPEL BUS 150kV,,KOPEL 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 8,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 8,8:34:00,JUL, 8,14:24:00,,ADA,OK,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV Cempaka Putih,BUSBAR #2 150kV,,BUSBAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 21,8:00:00,16:00:00,480,TERLAKSANA,,,Har Off tanpa padam,JUL, 21,8:00:00,JUL, 21,16:00:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV Cempaka Putih,BUSBAR #1 150kV,,BUSBAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 21,8:00:00,16:00:00,480,TERLAKSANA,,,Har Off tanpa padam,JUL, 21,8:00:00,JUL, 21,16:00:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV Menteng,BUSBAR #1 150kV,,BUSBAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 15,8:00:00,16:00:00,480,TERLAKSANA,,,Har Off tanpa padam,JUL, 15,8:00:00,JUL, 15,16:00:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV Menteng,BUSBAR #2 150kV,,BUSBAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 15,8:00:00,16:00:00,480,TERLAKSANA,,,Har Off tanpa padam,JUL, 15,8:00:00,JUL, 15,16:00:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV Cempaka Putih,KOPEL BUS 150kV,,KOPEL 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 21,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 21,08:17:00,JUL, 21,11:36:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV Menteng,KOPEL BUS 150kV,,KOPEL 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 15,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 15,09:04:00,JUL, 15,12:31:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV DURENTIGA,BUSBAR #1 150kV,,BUSBAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 11,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 11,08:11:00,JUL, 11,14:35:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV DURENTIGA,BUSBAR #2 150kV,,BUSBAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 11,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 11,14:36:00,JUL, 11,15:37:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV DURENTIGA,KOPEL BUS 150kV,,KOPEL 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 11,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 11,08:11:00,JUL, 11,15:37:00,,ADA,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV Manggarai,TRF#2 150/22kV,,TRAFO 150/20kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 5,8:00:00,16:00:00,480,TERLAKSANA,,,,AGT, 5,,AGT, 5,,,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV PLTD SENAYAN,5A5 DIAMETER#5 150kV,,DIAMETER 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 8,8:00:00,16:00:00,480,TERLAKSANA,,,,AGT, 8,,AGT, 8,,,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV PLTD SENAYAN,5AB5 DIAMETER#5 150kV,,DIAMETER 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 8,8:00:00,16:00:00,480,TERLAKSANA,,,,AGT, 8,,AGT, 8,,,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG CAWANG,GI 150KV JATIRANGON,PHT 150kV MINIATUR,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 4,8:00:00,16:00:00,480,JADWAL ULANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG CAWANG,GIS 150KV MINIATUR,PHT 150kV JATIRANGON,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 4,8:00:00,16:00:00,480,JADWAL ULANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV Karet Baru,PHT 150kV KEBON JERUK#1,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 1,8:00:00,16:00:00,480,JADWAL ULANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV Senayan,PHT 150kV PLTD SENAYAN,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 8,8:00:00,16:00:00,480,TERLAKSANA,,,,AGT, 9,,AGT, 9,,,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG CAWANG,GI 150KV CIBUBUR,PHT 150kV CIBINONG #1,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 20,8:00:00,16:00:00,480,TERLAKSANA,,,,AGT, 22,,AGT, 22,,,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG CAWANG,GI 150KV JATIRANGON,TRF#3 150/22kV,,TRAFO 150/20kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 22,8:00:00,16:00:00,480,TERLAKSANA,,,,AGT, 20,,AGT, 20,,,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150kV CEMPAKA PUTIH,PHT 150KV TANAH TINGGI,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 1,8:00:00,16:00:00,480,TERLAKSANA,,,,AGT, 1,,AGT, 1,,,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150kV CEMPAKA PUTIH,PHT 150kV PULOMAS #2,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 9,8:00:00,16:00:00,480,TERLAKSANA,,,,AGT, 9,,AGT, 9,,,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV PLTD SENAYAN,PHT 150kV SENAYAN,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,AGT, 8,8:00:00,16:00:00,480,TERLAKSANA,,,,AGT, 8,,AGT, 8,,,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV GAMBIRLAMA,PHT 150kV MENTENG#1,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 28,8:00:00,16:00:00,480,TERLAKSANA,,,Bersamaan Har Off SKTT,JUL, 28,09:20:00,JUL, 28,14:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150kV MENTENG,PHT 150KV GAMBIR LAMA #1,,PENGHANTAR 150kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 29,8:00:00,16:00:00,480,TERLAKSANA,,,Bersamaan Har Off SKTT,JUL, 28,09:20:00,JUL, 28,14:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GIS 150KV GEDUNGPOLA,TRF#1 150/22kV,,TRAFO 150/20kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 23,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 23,08:34:00,JUL, 23,15:17:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG KARET,GI 150KV KARET LAMA,TRF#1 150/22kV,,TRAFO 150/20kV,,Pemeliharaan Rutin 2 Tahunan,M. ULTG,ULTG,JUL, 18,8:00:00,16:00:00,480,TERLAKSANA,,,,JUL, 18,08:47:00,JUL, 18,17:33:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG MAMPANG,GIS 150KV PLTD SENAYAN,PHT 150kV SENAYAN,,,,,,,,,,,,,,,,,,,,,,,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
